Visit_Hour,Day_Type,Triage_Level,Doctor_Load,Staff_To_Patient_Ratio,Resource_Utilization_Rate,Bed_Occupancy_%,Num_Transfers,Num_Process_Steps,Loop_Count,Rework_Count,Repeated_Tests,Data_Error_Count,System_Downtime_Impact,Discharge_Bottleneck_Index,Wait_Time_Min,TAT_Min,Bed_Delay_Min,Admission_Delay_Min,Total_Delay_Min,Delay_Risk
1,1,2,27,0.43,94,54,3,6,1,0,1,0,0,57,69,96,83,13,261,1
22,1,2,22,0.39,51,75,4,7,0,3,0,1,0,12,65,36,45,29,175,0
12,0,2,34,0.14,71,90,1,4,2,0,0,0,0,10,103,60,58,34,255,1
12,0,1,49,0.2,95,67,5,8,1,1,0,1,0,50,108,76,62,36,282,1
17,1,2,17,0.48,82,87,0,3,1,1,0,0,0,42,43,80,72,12,207,0
2,0,2,19,0.32,64,70,3,6,0,1,1,0,1,32,66,113,74,12,265,1
6,0,2,41,0.41,99,88,3,6,2,0,0,0,0,27,75,64,66,34,239,1
13,1,2,26,0.17,90,65,2,7,0,3,0,0,0,7,87,66,33,32,218,0
19,0,2,47,0.14,71,89,1,4,1,3,1,1,0,42,102,62,61,36,261,1
16,0,2,24,0.4,89,72,0,3,1,3,0,0,0,19,50,53,72,17,192,0
20,1,1,24,0.36,88,78,5,8,0,2,0,1,0,58,78,60,77,31,246,1
11,0,1,57,0.36,90,59,0,5,0,1,0,0,0,17,73,64,50,21,208,0
15,1,2,49,0.3,90,54,0,5,1,1,0,0,0,6,65,59,40,24,188,0
23,0,2,29,0.3,60,60,1,4,0,1,1,0,0,43,63,45,53,23,184,0
11,1,2,24,0.38,53,78,2,6,1,1,0,0,0,32,54,22,60,13,149,0
14,0,2,44,0.17,56,94,1,6,1,3,1,0,0,50,106,63,77,27,273,1
9,0,2,15,0.21,70,76,5,8,1,0,2,0,0,57,84,75,66,30,255,1
6,1,3,39,0.44,56,83,1,6,0,1,0,0,0,10,58,46,53,14,171,0
19,1,2,17,0.19,53,63,2,6,1,2,0,0,0,52,73,52,62,30,217,0
4,1,1,40,0.3,61,90,3,6,1,1,0,1,0,54,78,38,57,43,216,0
0,1,1,57,0.37,76,91,1,6,0,1,0,0,0,29,72,50,74,22,218,0
16,0,2,56,0.5,66,59,1,5,0,0,1,0,0,34,74,74,45,19,212,0
2,0,2,41,0.25,69,91,1,6,0,1,0,0,0,44,71,45,91,9,216,0
12,0,1,54,0.24,80,60,2,7,1,1,0,0,1,19,94,87,58,25,264,1
13,1,2,24,0.43,75,60,1,4,1,0,1,0,0,36,49,69,56,7,181,0
23,0,1,27,0.41,80,84,2,5,0,0,0,1,0,9,47,52,29,23,151,0
17,0,2,22,0.38,84,68,2,7,1,0,0,1,0,29,51,65,66,28,210,0
3,1,2,33,0.26,58,73,4,8,1,0,0,0,0,17,85,33,54,25,197,0
17,1,3,49,0.2,54,50,1,4,0,0,0,2,0,59,93,46,48,49,236,1
4,0,1,23,0.32,97,61,3,8,1,1,0,0,0,24,64,76,59,16,215,0
15,1,3,37,0.44,57,96,3,8,1,0,0,0,0,31,60,30,45,12,147,0
0,0,3,20,0.45,70,63,3,6,2,0,1,2,0,38,47,79,53,40,219,0
20,0,2,15,0.1,65,52,3,6,0,3,0,2,0,33,130,23,64,54,271,1
13,1,1,34,0.24,65,94,0,5,0,0,0,0,0,43,73,37,84,14,208,0
14,0,2,10,0.26,67,99,0,3,2,0,0,0,0,53,52,33,87,16,188,0
8,1,3,34,0.49,96,81,2,7,0,0,0,0,0,38,57,80,67,12,216,0
14,1,3,11,0.36,77,65,2,6,1,2,1,0,0,30,49,78,54,16,197,0
16,0,2,41,0.23,67,87,0,3,1,3,0,1,0,27,68,44,82,32,226,0
23,0,3,22,0.06,63,59,1,4,1,0,0,0,0,25,182,52,23,57,314,1
3,0,1,42,0.3,97,66,0,5,0,0,0,0,1,43,65,107,66,17,255,1
11,1,1,41,0.09,86,98,1,4,2,1,0,0,0,3,148,83,59,43,333,1
4,0,3,33,0.43,89,89,1,5,0,1,0,1,0,42,52,74,76,22,224,0
4,1,3,36,0.39,65,53,0,5,1,2,0,0,0,19,52,60,22,19,153,0
10,1,2,13,0.26,70,64,1,5,1,0,1,2,0,7,47,58,45,31,181,0
5,0,3,33,0.24,50,82,2,6,0,4,0,1,0,1,75,55,40,24,194,0
6,1,3,32,0.45,60,88,5,9,0,1,0,0,0,49,66,35,87,17,205,0
23,0,3,38,0.18,60,59,0,4,2,2,1,0,0,49,91,45,54,27,217,0
13,0,3,43,0.16,51,56,0,5,1,0,0,0,0,26,91,31,27,24,173,0
23,0,3,30,0.47,81,82,3,6,1,2,0,0,0,33,63,66,51,15,195,0
10,0,1,39,0.41,68,66,6,10,1,3,0,1,0,54,85,45,58,37,225,0
12,0,3,35,0.42,54,61,2,6,0,1,0,0,1,35,64,79,64,22,229,0
1,0,1,29,0.14,52,66,1,6,1,0,0,1,0,20,99,26,45,31,201,0
6,0,3,25,0.11,77,96,1,5,0,0,0,0,0,7,113,55,68,40,276,1
19,1,2,12,0.06,75,65,1,5,1,0,0,0,0,22,179,57,39,50,325,1
3,0,2,58,0.16,72,63,2,6,0,1,0,0,0,42,123,49,67,37,276,1
7,1,2,46,0.4,79,52,2,6,1,1,0,0,0,7,68,54,42,22,186,0
19,1,1,49,0.16,57,93,1,4,1,1,1,0,0,4,105,60,63,35,263,1
21,1,2,53,0.38,85,99,0,4,0,0,0,0,0,39,77,59,75,19,230,0
20,0,3,34,0.16,78,79,2,7,0,0,0,0,0,0,98,67,43,29,237,1
18,1,3,32,0.23,62,95,5,8,0,0,0,0,0,20,94,54,59,25,232,1
12,1,2,53,0.49,74,90,4,9,1,0,1,0,0,43,74,85,80,19,258,1
13,0,3,10,0.16,71,84,1,4,0,0,1,1,0,42,74,65,73,33,245,1
9,0,3,42,0.22,95,75,3,6,0,1,1,0,0,9,93,73,60,23,249,1
10,1,2,24,0.19,82,61,2,6,0,0,1,0,0,1,80,71,20,26,197,0
1,0,1,26,0.1,86,80,2,6,2,0,1,0,0,20,133,75,58,37,303,1
8,0,3,43,0.27,56,66,3,8,1,1,1,0,0,12,85,45,53,25,208,0
16,0,2,26,0.22,72,86,1,4,0,0,1,0,0,43,67,73,73,19,232,1
2,0,3,50,0.36,55,57,6,9,1,1,0,1,0,49,95,43,52,34,224,0
23,1,3,53,0.42,64,68,5,9,2,1,1,1,1,53,93,92,68,38,291,1
5,0,3,13,0.29,64,75,2,5,1,2,0,1,0,56,48,31,80,37,196,0
4,0,2,22,0.06,89,53,3,7,0,0,0,0,0,27,197,58,50,66,371,1
4,0,2,13,0.33,83,64,2,6,0,2,0,2,0,29,51,70,61,32,214,0
21,1,2,16,0.07,63,96,0,5,0,0,1,0,0,17,162,45,60,37,304,1
14,1,2,55,0.33,78,63,0,4,0,1,0,1,1,41,82,103,57,24,266,1
22,0,1,18,0.36,65,79,1,5,1,0,0,0,0,1,49,47,61,4,161,0
16,0,2,32,0.14,78,97,3,6,1,1,0,0,0,57,111,25,68,29,233,1
8,1,2,42,0.42,72,91,2,7,1,1,1,0,1,18,73,105,87,19,284,1
2,0,3,42,0.46,59,73,2,7,1,1,0,0,0,57,70,34,59,17,180,0
19,0,1,29,0.42,96,95,4,9,0,1,1,0,0,20,68,93,64,8,233,1
16,1,2,13,0.19,53,92,0,4,1,1,1,0,0,25,67,51,59,18,195,0
9,0,1,10,0.31,61,83,2,7,1,1,1,0,0,45,48,58,75,19,200,0
2,0,1,51,0.46,91,68,0,4,0,1,0,0,0,24,55,54,55,24,188,0
17,1,1,43,0.19,83,52,7,11,1,1,1,0,0,18,126,85,45,40,296,1
17,1,3,36,0.42,53,53,1,5,0,2,0,0,0,24,56,21,45,15,137,0
16,0,1,30,0.05,69,60,1,5,0,0,0,1,0,40,229,43,51,72,395,1
23,1,3,33,0.05,77,62,4,9,1,1,0,0,1,56,247,87,67,77,478,1
2,0,2,24,0.39,77,99,3,8,0,1,0,0,1,19,64,90,77,8,239,1
2,0,3,44,0.39,55,67,2,5,1,2,0,2,0,57,67,25,64,35,191,0
5,0,3,34,0.41,63,68,1,6,0,1,0,0,0,5,49,41,42,7,139,0
12,1,3,18,0.47,84,93,1,4,1,2,0,0,1,17,41,93,64,14,212,0
23,1,3,26,0.1,96,82,2,7,2,2,1,0,0,48,136,78,77,43,334,1
14,0,3,30,0.15,50,87,1,6,2,3,1,1,0,17,88,54,60,32,234,1
8,0,3,22,0.46,68,52,3,8,1,1,1,0,0,19,55,71,50,15,191,0
3,1,2,12,0.13,50,98,2,6,2,1,0,0,0,38,97,28,67,34,226,0
13,1,1,13,0.36,62,84,0,5,1,2,0,0,0,33,47,32,64,9,152,0
4,1,2,13,0.29,57,50,2,7,2,1,0,0,0,9,57,32,30,13,132,0
1,0,2,52,0.09,67,84,2,5,1,0,0,0,0,32,157,46,75,52,330,1
10,1,2,37,0.18,84,85,3,8,1,3,0,0,0,50,102,50,78,30,260,1
8,1,2,16,0.28,72,87,1,5,0,3,0,0,0,54,54,46,79,19,198,0
23,0,3,35,0.43,99,88,5,10,1,1,0,0,0,18,77,60,73,23,233,1
2,0,3,20,0.37,75,74,2,5,2,0,0,1,0,1,44,45,54,28,171,0
8,0,2,33,0.33,90,89,1,6,1,2,0,0,0,46,55,59,66,18,198,0
2,1,2,52,0.27,87,62,2,7,0,0,1,0,0,48,83,82,52,22,239,1
1,0,3,19,0.18,69,53,2,5,1,3,1,0,0,2,89,59,40,27,215,0
11,0,2,46,0.1,51,55,2,7,1,3,0,0,0,29,147,27,31,49,254,1
9,0,3,22,0.23,75,60,1,4,1,0,0,0,0,38,61,55,56,16,188,0
8,0,2,53,0.06,85,50,1,4,1,0,2,0,0,18,215,109,43,69,436,1
14,1,2,51,0.14,74,57,2,6,0,1,1,0,0,20,123,54,53,35,265,1
7,0,2,48,0.24,79,83,3,7,2,2,0,0,1,58,97,92,65,26,280,1
4,1,3,28,0.24,67,89,4,7,1,0,0,1,0,53,78,47,77,37,239,1
10,1,2,28,0.07,56,58,1,5,0,1,0,0,0,43,171,27,45,47,290,1
1,1,1,21,0.32,76,85,1,5,1,1,1,0,1,13,50,116,54,21,241,1
23,0,2,31,0.3,60,98,2,5,0,1,0,0,0,30,64,24,78,24,190,0
14,1,2,56,0.09,86,88,0,5,0,1,0,1,0,20,162,61,54,52,329,1
5,0,3,46,0.47,57,91,3,8,1,0,1,0,0,16,79,64,63,28,234,1
7,0,3,39,0.09,60,86,4,9,1,1,1,1,0,52,163,66,75,63,367,1
4,0,2,55,0.43,73,91,2,6,0,1,0,0,0,50,74,45,65,21,205,0
15,1,2,21,0.05,79,93,2,6,0,2,0,0,0,23,227,52,64,68,411,1
17,0,2,38,0.45,79,70,4,9,0,0,1,0,0,36,55,84,66,9,214,0
5,0,3,30,0.06,64,69,0,3,1,0,0,0,0,39,198,37,69,64,368,1
4,0,3,20,0.39,84,87,2,5,1,0,1,0,0,40,59,79,92,13,243,1
15,1,2,46,0.21,88,50,1,4,0,1,0,1,0,33,97,55,45,28,225,0
12,1,3,57,0.38,73,84,1,5,0,3,1,0,0,46,72,71,61,18,222,0
4,1,2,27,0.23,57,77,0,5,0,0,0,0,0,19,64,26,51,14,155,0
12,0,3,53,0.08,92,56,2,5,1,1,0,0,1,15,183,95,33,55,366,1
16,1,3,36,0.4,91,92,4,9,0,2,0,1,1,57,66,107,82,37,292,1
17,0,3,46,0.08,69,93,2,7,1,0,1,0,1,48,172,105,77,53,407,1
7,0,3,57,0.46,90,58,2,6,1,1,0,0,0,41,75,79,69,26,249,1
12,1,2,21,0.07,96,50,0,3,0,2,0,0,0,11,148,76,20,55,299,1
18,0,3,32,0.27,75,85,3,7,0,0,0,0,0,40,80,69,73,22,244,1
2,1,2,43,0.38,73,83,1,6,0,2,1,1,0,57,66,70,67,19,222,0
23,0,2,47,0.23,71,83,3,8,1,1,0,0,0,59,96,40,84,24,244,1
7,1,2,32,0.15,54,66,6,11,1,0,0,0,0,23,116,17,58,36,227,0
1,0,3,34,0.39,64,81,4,7,1,0,0,0,0,12,78,42,64,18,202,0
7,0,1,13,0.4,85,51,0,3,0,0,0,0,0,33,37,53,37,15,142,0
12,0,2,39,0.47,86,85,1,4,0,0,0,0,0,26,59,59,72,11,201,0
12,0,2,39,0.22,78,74,1,6,0,0,0,0,0,37,86,44,56,19,205,0
0,0,1,22,0.28,64,92,2,7,0,0,1,1,0,20,66,46,69,23,204,0
5,1,1,51,0.21,76,75,3,6,1,0,1,1,0,52,100,67,63,51,281,1
23,0,3,58,0.17,98,94,0,5,2,0,0,1,0,2,107,65,58,41,271,1
18,1,3,23,0.39,57,75,5,10,1,2,0,1,0,48,69,19,71,29,188,0
15,1,2,56,0.2,78,70,0,5,1,1,1,0,0,13,95,67,64,32,258,1
7,1,3,17,0.24,68,67,6,9,1,2,0,0,1,42,88,75,42,29,234,1
0,0,3,33,0.23,80,78,0,4,1,2,1,1,0,37,64,88,81,36,269,1
15,0,2,27,0.37,58,73,2,6,1,3,0,0,0,53,45,40,63,23,171,0
8,0,3,44,0.46,59,96,4,8,1,2,0,0,0,36,75,39,68,28,210,0
12,1,3,34,0.35,86,77,3,6,0,0,0,0,0,40,62,51,57,21,191,0
10,0,2,26,0.26,59,61,1,6,0,0,0,1,1,41,62,86,78,26,252,1
12,0,2,41,0.4,82,60,3,7,0,0,2,0,0,43,64,85,58,23,230,0
20,1,3,33,0.34,74,76,3,7,2,1,1,0,0,56,71,90,69,27,257,1
9,1,2,16,0.08,53,72,2,5,1,0,1,0,0,29,147,73,50,42,312,1
3,1,1,22,0.09,54,82,3,8,0,2,1,0,1,44,143,114,69,41,367,1
5,1,2,36,0.07,72,65,1,6,1,2,0,0,0,9,179,52,25,59,315,1
6,1,2,57,0.26,88,77,1,4,0,2,0,0,0,0,94,58,45,14,211,0
4,1,3,14,0.42,54,77,2,6,2,0,1,0,0,38,42,53,69,15,179,0
10,0,2,45,0.19,57,94,0,5,0,1,0,2,0,27,89,32,67,42,230,0
12,1,2,35,0.22,66,87,3,8,1,0,1,0,0,53,89,70,89,22,270,1
18,0,2,51,0.46,50,55,1,5,1,1,1,0,0,44,60,47,48,14,169,0
22,0,2,54,0.43,99,91,4,7,2,4,0,0,1,18,90,114,60,18,282,1
9,0,2,40,0.35,61,78,2,6,1,2,0,1,0,29,65,35,51,28,179,0
9,1,2,19,0.17,84,83,4,9,1,1,1,1,0,19,90,86,69,40,285,1
10,0,3,55,0.1,63,52,1,4,0,1,0,0,0,51,147,50,47,39,283,1
20,1,1,35,0.06,97,55,0,4,0,0,0,0,0,19,189,65,56,57,367,1
6,1,2,31,0.1,67,97,1,5,0,1,0,1,0,22,125,37,62,41,265,1
17,0,2,21,0.18,59,87,3,6,1,2,1,0,1,30,89,86,73,17,265,1
3,1,2,41,0.3,64,62,2,7,0,4,2,0,0,31,70,86,45,5,206,0
1,0,2,36,0.08,91,85,3,6,0,1,0,0,0,46,173,54,62,53,342,1
13,0,2,42,0.11,82,64,2,5,1,2,1,0,0,51,129,68,65,43,305,1
12,1,3,29,0.13,68,55,0,5,1,1,0,0,0,25,104,45,32,33,214,0
11,0,2,48,0.33,83,82,2,6,1,1,1,1,0,13,80,66,78,27,251,1
6,0,3,50,0.33,94,90,1,4,0,0,0,0,0,5,70,67,58,28,223,0
1,0,1,49,0.3,74,61,1,4,2,2,0,1,1,32,72,87,52,35,246,1
12,1,3,22,0.16,65,92,2,6,1,0,1,1,0,7,92,67,34,42,235,1
13,0,2,23,0.22,57,62,2,7,0,1,0,0,0,59,79,54,69,28,230,0
16,1,3,53,0.09,84,82,0,4,1,1,0,1,0,3,153,57,58,59,327,1
8,1,2,49,0.15,70,77,3,7,0,2,0,0,0,12,126,44,46,36,252,1
16,0,2,31,0.45,68,85,1,4,1,3,0,0,0,34,57,55,66,12,190,0
7,0,2,27,0.49,95,54,2,5,0,1,0,0,0,28,47,73,49,16,185,0
1,1,3,57,0.34,60,74,2,7,1,1,1,0,0,24,91,51,71,24,237,1
23,1,2,38,0.46,93,66,2,5,2,1,0,0,1,33,65,116,44,20,245,1
12,0,2,52,0.34,60,86,1,5,0,1,0,0,0,55,71,34,90,21,216,0
2,0,3,25,0.06,60,68,2,6,0,2,2,0,1,10,193,112,53,55,413,1
15,1,2,55,0.5,71,84,4,9,0,1,0,0,0,37,89,60,55,27,231,1
5,1,3,44,0.09,70,92,2,5,1,1,1,1,1,28,163,119,50,60,392,1
18,1,2,43,0.36,76,83,5,8,0,1,0,0,0,44,86,49,62,24,221,0
6,1,3,12,0.16,67,95,3,8,1,0,0,0,1,21,98,91,63,17,269,1
9,1,2,13,0.23,91,55,2,7,0,0,0,1,1,57,71,95,48,30,244,1
8,0,2,14,0.34,97,68,2,5,1,5,1,0,0,53,54,91,70,13,228,0
1,1,2,19,0.25,89,50,2,7,0,0,1,0,1,33,68,107,35,14,224,0
14,1,3,38,0.16,87,56,5,9,1,1,0,0,0,45,120,70,61,45,296,1
4,0,2,41,0.2,79,83,2,7,0,2,0,1,0,10,85,52,51,31,219,0
21,0,2,40,0.2,94,68,0,4,1,0,1,1,0,27,79,74,51,40,244,1
3,1,3,11,0.48,96,82,7,11,1,3,1,0,0,54,64,86,87,19,256,1
19,1,1,21,0.41,94,75,4,8,1,1,1,0,0,7,59,71,59,16,205,0
3,0,3,36,0.26,82,90,1,4,0,0,0,0,0,23,75,60,72,25,232,1
17,1,3,14,0.14,70,98,5,9,0,1,0,1,0,9,108,49,51,51,259,1
3,1,3,46,0.41,51,91,0,5,1,1,1,1,0,14,64,58,50,29,201,0
16,0,3,36,0.12,62,76,3,7,1,1,0,0,0,44,126,38,61,35,260,1
11,1,2,32,0.14,51,87,0,3,0,0,0,0,0,38,103,20,89,33,245,1
21,0,2,42,0.21,92,75,4,7,0,1,0,0,0,38,102,58,51,35,246,1
16,0,3,13,0.45,94,84,2,5,0,0,0,2,0,20,41,49,66,34,190,0
9,0,2,30,0.11,80,69,4,7,1,0,0,1,0,35,138,65,44,55,302,1
21,0,1,33,0.11,59,73,0,5,1,2,0,2,0,35,121,31,67,61,280,1
0,1,3,53,0.27,72,96,1,4,1,0,2,0,0,49,84,73,74,30,261,1
21,0,2,40,0.17,71,70,1,6,0,1,0,0,1,47,88,90,70,26,274,1
23,1,3,53,0.31,96,75,1,4,0,0,0,1,0,19,84,85,45,42,256,1
17,1,3,57,0.25,78,69,2,5,1,2,0,1,0,54,87,51,61,34,233,1
17,1,3,33,0.25,82,55,4,9,0,1,0,0,0,12,79,59,37,30,205,0
13,1,3,58,0.1,80,52,4,8,0,0,0,1,0,1,167,43,24,68,302,1
14,1,3,19,0.11,63,59,0,5,1,0,0,1,0,46,104,43,47,45,239,1
11,0,3,58,0.42,59,61,2,6,0,1,0,1,0,26,80,23,44,39,186,0
3,0,2,58,0.45,67,82,3,8,1,1,0,0,0,6,91,29,54,32,206,0
2,0,2,59,0.16,60,71,1,5,0,1,0,0,0,40,116,53,33,35,237,1
19,0,3,11,0.1,88,65,0,3,0,0,1,1,0,25,105,78,53,44,280,1
11,1,3,40,0.07,96,66,0,4,0,2,0,0,0,29,179,71,36,61,347,1
6,0,2,34,0.32,52,59,0,4,1,1,0,0,0,18,51,55,47,10,163,0
10,1,1,13,0.37,51,61,2,5,1,2,0,0,0,39,44,25,78,19,166,0
0,1,2,20,0.22,57,68,1,4,1,1,1,0,0,20,66,65,48,7,186,0
5,0,1,26,0.36,80,89,1,5,0,0,0,0,0,57,50,44,83,12,189,0
14,0,3,53,0.37,57,72,1,5,0,1,0,0,0,25,78,32,44,24,178,0
14,0,3,11,0.47,92,89,1,6,0,0,0,0,0,9,35,70,55,10,170,0
18,0,1,15,0.08,97,59,4,7,2,0,1,0,0,35,158,83,36,52,329,1
10,1,2,18,0.14,51,59,1,4,0,1,1,0,0,43,91,52,68,19,230,0
22,1,1,14,0.08,71,99,1,4,1,0,1,1,0,26,146,59,60,56,321,1
1,0,3,29,0.44,54,59,1,6,1,0,0,0,0,7,46,32,37,9,124,0
13,1,2,38,0.41,56,88,1,6,0,0,1,1,0,25,51,54,82,29,216,0
1,1,2,30,0.31,69,79,3,7,1,1,1,0,0,0,75,71,45,16,207,0
3,1,2,18,0.09,77,53,2,7,0,2,0,0,0,22,132,53,41,41,267,1
16,0,1,37,0.17,62,50,2,7,0,1,0,0,0,8,93,43,37,34,207,0
2,1,2,17,0.18,51,92,3,8,0,3,0,1,0,30,85,41,84,32,242,1
12,0,1,40,0.3,81,68,2,5,1,2,1,0,0,6,76,88,40,22,226,0
8,0,2,29,0.17,75,54,1,5,0,1,0,0,0,8,92,28,52,27,199,0
6,1,1,36,0.08,52,79,3,8,0,0,0,1,0,6,169,54,54,58,335,1
14,1,2,17,0.38,90,75,0,5,0,1,0,0,0,27,40,61,65,11,177,0
22,0,3,30,0.18,91,89,4,9,0,0,0,0,0,33,96,85,78,20,279,1
10,1,3,37,0.25,62,83,3,6,1,1,0,0,0,52,92,48,77,30,247,1
19,1,3,32,0.11,70,51,3,7,0,0,1,0,0,51,137,72,53,39,301,1
1,0,3,15,0.41,94,73,1,5,2,1,0,0,0,15,32,60,49,8,149,0
14,0,1,12,0.3,86,63,2,7,1,3,0,2,0,9,60,53,34,42,189,0
13,0,1,14,0.46,72,90,4,8,1,1,1,0,1,23,50,121,55,11,237,1
19,0,2,18,0.27,56,91,3,6,0,1,1,0,0,9,71,59,54,21,205,0
21,1,3,16,0.47,66,62,1,6,0,2,1,0,0,45,41,76,56,0,173,0
10,1,3,13,0.45,77,78,0,4,1,1,0,0,0,28,37,46,54,21,158,0
2,0,1,48,0.31,96,50,1,6,0,1,0,2,0,24,80,62,31,50,223,0
16,0,2,14,0.47,79,95,0,3,1,1,0,2,0,40,34,22,83,28,167,0
11,0,2,20,0.2,54,83,5,10,0,0,0,1,0,29,94,18,81,47,240,1
23,1,3,24,0.21,73,53,2,5,2,0,0,0,0,50,72,53,76,23,224,0
20,0,2,43,0.07,56,77,2,7,0,2,0,1,0,18,203,23,61,59,346,1
14,1,1,22,0.32,83,68,2,7,0,0,0,0,0,52,55,65,51,12,183,0
15,0,2,57,0.37,99,50,0,4,1,2,1,0,0,30,74,86,63,24,247,1
4,0,2,16,0.4,91,85,1,5,0,2,0,0,1,29,43,99,71,10,223,0
19,0,3,49,0.12,82,92,0,3,0,0,0,0,0,33,124,52,81,34,291,1
5,1,1,15,0.25,76,62,2,5,0,1,0,1,0,27,56,59,64,28,207,0
18,1,3,48,0.13,63,99,5,8,0,1,0,1,0,51,140,56,100,56,352,1
4,1,2,59,0.35,68,91,1,5,0,0,1,1,0,18,76,45,64,28,213,0
2,0,3,39,0.12,97,54,1,6,0,0,1,0,1,10,111,131,28,43,313,1
0,1,3,31,0.46,87,82,3,6,1,2,1,0,0,27,59,86,75,16,236,1
5,1,1,34,0.15,61,63,1,6,0,2,0,1,0,5,107,43,5,41,196,0
14,0,1,37,0.18,52,65,1,6,0,1,0,0,0,16,87,36,37,25,185,0
1,0,3,29,0.43,56,81,1,5,1,1,0,0,0,36,53,42,84,9,188,0
2,1,1,48,0.26,84,99,2,6,0,1,1,0,0,26,89,91,65,23,268,1
16,1,3,12,0.06,74,76,3,8,0,2,0,0,0,42,195,52,83,51,381,1
23,1,3,14,0.27,98,84,2,5,1,3,0,1,0,35,59,52,60,20,191,0
11,1,3,10,0.09,64,52,2,6,1,1,0,0,0,0,133,44,18,34,229,0
17,0,2,24,0.49,68,53,3,8,0,1,1,0,0,15,57,58,41,15,171,0
14,0,2,35,0.31,68,56,2,6,2,4,0,0,1,3,78,76,43,18,215,0
11,0,2,12,0.17,72,62,2,7,1,0,1,0,0,46,74,67,55,19,215,0
15,1,1,49,0.3,60,90,4,8,0,3,0,0,0,22,97,41,68,29,235,1
7,1,3,50,0.08,70,52,1,4,2,1,0,0,1,31,171,82,50,47,350,1
13,0,3,56,0.41,83,66,3,6,0,0,0,2,0,2,81,72,43,44,240,1
16,0,2,51,0.47,88,96,4,8,2,1,1,1,0,43,81,79,108,42,310,1
20,1,3,43,0.44,56,59,2,6,0,3,1,0,0,20,76,71,39,20,206,0
7,1,1,14,0.2,91,96,3,7,0,0,0,1,0,23,75,57,73,31,236,1
14,0,2,40,0.2,93,50,2,5,1,0,0,1,0,14,96,82,30,40,248,1
13,0,3,22,0.07,76,77,2,6,0,2,0,0,0,10,171,43,40,56,310,1
17,0,3,52,0.34,99,59,3,6,0,0,2,0,0,2,92,116,35,25,268,1
19,1,2,10,0.29,72,56,3,7,1,0,1,1,0,18,56,85,26,22,189,0
6,1,3,31,0.26,87,88,4,8,0,3,0,0,0,42,88,59,78,29,254,1
2,1,2,24,0.46,69,52,2,7,2,0,0,0,0,7,49,43,38,18,148,0
11,1,2,35,0.13,76,56,1,4,0,1,0,1,0,50,111,55,53,39,258,1
20,1,2,27,0.05,57,58,3,7,1,0,1,0,0,33,230,60,49,70,409,1
23,1,3,57,0.08,86,89,1,4,0,0,1,1,0,33,170,73,82,67,392,1
2,0,1,18,0.15,52,84,1,6,1,0,0,1,0,43,86,32,69,43,230,0
19,0,2,10,0.06,51,75,1,4,0,0,2,1,0,39,179,87,54,69,389,1
13,1,2,52,0.28,71,54,3,6,1,1,0,0,0,37,84,38,44,27,193,0
14,0,3,18,0.19,55,62,2,5,0,2,0,2,0,25,78,54,60,41,233,1
13,1,2,32,0.13,88,94,1,4,0,0,1,0,0,2,108,70,75,31,284,1
6,0,2,52,0.39,89,79,0,3,0,2,1,1,0,31,62,90,64,27,243,1
16,1,1,54,0.14,85,89,0,3,0,4,1,0,0,42,119,94,76,36,325,1
11,0,2,11,0.36,93,99,2,5,0,1,1,0,0,47,46,78,80,17,221,0
19,0,3,23,0.21,73,88,1,5,1,0,0,0,0,42,66,58,71,18,213,0
3,1,2,47,0.28,61,59,2,6,0,3,0,0,0,9,87,41,29,24,181,0
8,1,3,49,0.47,66,91,2,5,0,0,1,0,0,9,60,50,59,21,190,0
5,0,1,27,0.07,71,72,1,4,1,1,0,0,0,48,161,51,64,42,318,1
15,0,3,25,0.28,68,60,5,9,1,0,1,0,0,10,73,62,25,24,184,0
21,1,2,38,0.43,58,61,0,5,2,3,0,0,0,53,54,47,65,16,182,0
21,0,1,53,0.31,61,62,4,8,2,2,1,0,0,13,97,64,31,28,220,0
20,1,2,20,0.17,81,89,3,8,0,1,1,0,0,30,85,93,37,21,236,1
20,1,3,15,0.23,80,98,3,6,2,2,1,0,0,8,72,76,61,19,228,0
1,0,3,12,0.36,66,95,0,3,0,1,1,1,0,47,44,68,73,25,210,0
23,1,2,23,0.45,72,98,5,9,2,2,0,0,0,5,62,56,55,18,191,0
7,0,3,11,0.07,59,65,2,6,1,1,0,0,0,48,154,66,70,50,340,1
10,0,1,41,0.08,79,58,0,4,1,2,2,0,1,53,169,143,44,54,410,1
12,1,1,40,0.2,68,59,1,4,1,2,1,0,0,56,88,63,77,20,248,1
16,0,2,20,0.15,75,78,4,8,1,3,1,0,0,53,96,71,77,17,261,1
7,1,2,31,0.17,75,58,2,6,1,1,0,0,0,34,91,37,62,28,218,0
20,1,3,12,0.15,60,82,5,10,0,0,0,0,1,33,88,76,55,24,243,1
17,1,2,59,0.14,69,73,5,8,0,2,1,0,0,42,138,48,85,40,311,1
17,0,1,40,0.11,94,84,2,5,1,2,1,0,1,55,133,131,73,39,376,1
13,1,2,42,0.47,53,60,2,5,0,0,0,0,0,17,66,23,41,15,145,0
14,0,1,33,0.11,96,88,2,6,1,0,0,0,0,22,118,64,66,36,284,1
5,1,1,10,0.14,61,99,3,6,1,1,0,0,0,29,96,36,75,30,237,1
10,1,2,53,0.16,74,62,2,6,0,1,0,1,0,2,112,49,43,40,244,1
